r0,r1,r2,r3,r4,r5,E
1.947761776300,1.162500000000,1.200000000000,2.132441368900,2.091464797700,1.215000000000,-114.400442294707
2.017153024300,1.050000000000,1.200000000000,1.885508360500,2.091464797700,1.215000000000,-114.398816173644
1.894910441900,1.125000000000,1.162500000000,2.002927544900,2.107679946700,1.187500000000,-114.405016839880
1.731240999400,1.050000000000,1.050000000000,1.914706243800,1.982685764600,1.160000000000,-114.397518860867
1.775790609400,1.050000000000,1.087500000000,1.932877832200,2.179165426600,1.270000000000,-114.395917862790
2.133739167100,1.087500000000,1.200000000000,1.962810118400,1.960046032500,1.270000000000,-114.382145787862
1.824109545200,1.087500000000,1.125000000000,1.946729629400,2.049412679200,1.160000000000,-114.401725126125
1.910671825600,1.050000000000,1.050000000000,1.838563798500,1.838563798500,1.160000000000,-114.386735849965
2.116042952200,1.162500000000,1.162500000000,1.908636212800,2.083175160700,1.242500000000,-114.389654146863
1.931886981900,1.125000000000,1.125000000000,2.075397552300,2.075397552300,1.270000000000,-114.402484719865
1.953741106100,1.125000000000,1.162500000000,2.111107221100,1.842563761400,1.160000000000,-114.385872416480
1.644878415000,1.125000000000,1.200000000000,2.213387139000,2.282139669100,1.270000000000,-114.377817042824
2.215242632800,1.200000000000,1.200000000000,1.960046032500,2.139369065900,1.270000000000,-114.383845393455
1.832789997300,1.087500000000,1.125000000000,2.015976521500,1.978945426200,1.160000000000,-114.403109539645
1.962691334000,1.162500000000,1.200000000000,2.145710427500,1.962394118300,1.160000000000,-114.393066571403
1.981831539300,1.087500000000,1.200000000000,2.153456380300,1.937938245300,1.242500000000,-114.391450219840
1.934809879600,1.162500000000,1.200000000000,2.059142722100,2.165957831300,1.215000000000,-114.398747573858
2.237154905100,1.162500000000,1.200000000000,1.954002952700,1.894146385200,1.187500000000,-114.381933749549
2.027448214300,1.050000000000,1.162500000000,1.914706243800,1.842563761400,1.160000000000,-114.385049720643
1.936278249600,1.162500000000,1.200000000000,1.977034170400,2.231176455100,1.215000000000,-114.392789646446
1.954520019700,1.087500000000,1.200000000000,1.873627272800,2.282139669100,1.270000000000,-114.384507274628
1.900390837100,1.125000000000,1.162500000000,1.923086983400,2.171137980100,1.187500000000,-114.399248850686
1.854989057000,1.087500000000,1.087500000000,2.043693042000,2.043693042000,1.270000000000,-114.401688199612
1.813002728200,1.050000000000,1.162500000000,1.982685764600,2.011344388700,1.160000000000,-114.397331745376
1.789095831100,1.200000000000,1.200000000000,2.165957831300,2.231176455100,1.215000000000,-114.388552954093
2.130729179500,1.087500000000,1.162500000000,1.850919985600,2.000178287800,1.242500000000,-114.388827145729
1.962599961500,1.162500000000,1.200000000000,2.182160983900,2.139369065900,1.270000000000,-114.396554333910
1.997827805900,1.162500000000,1.162500000000,1.930941269300,2.247713460000,1.270000000000,-114.387170365300
1.761152730600,1.050000000000,1.200000000000,2.145053329300,2.139369065900,1.270000000000,-114.388197427133
1.630835634100,1.125000000000,1.200000000000,2.162152437500,2.231176455100,1.215000000000,-114.382084729831
2.027448214300,1.050000000000,1.162500000000,1.822533907300,2.083175160700,1.242500000000,-114.391283985315
2.180677199800,1.162500000000,1.200000000000,2.059142722100,1.915970076900,1.215000000000,-114.389954026175
1.978561142100,1.200000000000,1.200000000000,2.043917806600,2.116693605200,1.160000000000,-114.395167726142
1.845963179600,1.050000000000,1.200000000000,1.861980950300,2.205767570800,1.187500000000,-114.391083356838
1.769773708100,1.125000000000,1.125000000000,2.074202423400,2.074202423400,1.187500000000,-114.402735953109
1.721673587500,1.162500000000,1.162500000000,2.107679946700,2.171137980100,1.187500000000,-114.391370762158
1.900159937600,1.087500000000,1.125000000000,2.115917651300,1.992998471600,1.270000000000,-114.399978811144
1.844461719300,1.087500000000,1.162500000000,1.869161991300,2.145710427500,1.160000000000,-114.392015796374
1.813002728200,1.050000000000,1.162500000000,2.012187864000,2.182160983900,1.270000000000,-114.396301363732
1.916172943700,1.087500000000,1.125000000000,2.040864799100,1.923086983400,1.187500000000,-114.404579935969
1.950000000000,1.050000000000,1.200000000000,1.754589180900,2.180409429200,1.160000000000,-114.383290889948
2.054020478000,1.125000000000,1.200000000000,1.923086983400,2.067645097700,1.187500000000,-114.396092111394
2.046070929900,1.162500000000,1.200000000000,2.082987235700,1.962394118300,1.160000000000,-114.396002128471
1.889690514700,1.087500000000,1.125000000000,2.102174287100,1.835024083300,1.187500000000,-114.390948653584
1.740839567500,1.087500000000,1.125000000000,1.995042292800,2.162152437500,1.215000000000,-114.399935804688
1.855686327400,1.125000000000,1.125000000000,1.992998471600,2.213387139000,1.270000000000,-114.395330275995
1.883978503100,1.050000000000,1.125000000000,1.885508360500,2.099059683900,1.215000000000,-114.403846807091
2.131138291500,1.050000000000,1.200000000000,1.845445852200,2.054098123700,1.270000000000,-114.382871481511
1.828766165000,1.162500000000,1.162500000000,2.082987235700,2.082987235700,1.160000000000,-114.397897785860
2.198721709700,1.200000000000,1.200000000000,1.915970076900,2.091464797700,1.215000000000,-114.385816176612
1.649512116200,1.087500000000,1.125000000000,2.065819309900,2.162152437500,1.215000000000,-114.394804123480
1.813355602400,1.087500000000,1.125000000000,1.939237107300,2.187746933500,1.242500000000,-114.396781125489
1.926674147500,1.125000000000,1.200000000000,2.162152437500,2.008016406500,1.215000000000,-114.397381594155
1.538871339700,1.050000000000,1.125000000000,2.145053329300,2.213387139000,1.270000000000,-114.378681462273
1.979767946100,1.050000000000,1.125000000000,1.799750480900,2.026999013300,1.215000000000,-114.391731281925
1.984400254900,1.087500000000,1.125000000000,2.090837682400,1.879625559200,1.242500000000,-114.397828379838
1.958487904500,1.050000000000,1.050000000000,1.754589180900,1.838563798500,1.160000000000,-114.376082034573
2.022598082800,1.087500000000,1.200000000000,1.783607776600,2.116693605200,1.160000000000,-114.384243103318
1.629833860900,1.050000000000,1.125000000000,2.042207658100,2.049412679200,1.160000000000,-114.391354098560
1.905910935300,1.125000000000,1.200000000000,1.992998471600,2.282139669100,1.270000000000,-114.389274642873
1.842790916600,1.162500000000,1.162500000000,2.182160983900,2.182160983900,1.270000000000,-114.396335706893
2.182712571400,1.162500000000,1.200000000000,2.107292397800,1.960046032500,1.270000000000,-114.387093840431
2.016328236900,1.087500000000,1.162500000000,1.939237107300,2.083175160700,1.242500000000,-114.402321627899
1.641421357500,1.050000000000,1.050000000000,1.963281691500,2.093539575000,1.215000000000,-114.394129279005
2.226564607900,1.162500000000,1.162500000000,1.864442465500,1.864442465500,1.187500000000,-114.372367303661
1.864205377200,1.087500000000,1.162500000000,2.019326929900,2.157269136100,1.242500000000,-114.403919686096
1.871270595300,1.087500000000,1.162500000000,1.962810118400,2.247713460000,1.270000000000,-114.395681338651
2.077552419800,1.050000000000,1.200000000000,1.932877832200,2.054098123700,1.270000000000,-114.391377498215
1.829352501900,1.125000000000,1.200000000000,2.123982090300,2.190692317800,1.242500000000,-114.397254640804
